locus_tag	ftype	length_bp	gene	EC_number	COG	product
GKBEMDEF_02662	CDS	795	cbiK	4.99.1.3	COG4822	Sirohydrochlorin cobaltochelatase
GKBEMDEF_02663	CDS	711	cbiL	2.1.1.151	COG2243	Cobalt-precorrin-2 C(20)-methyltransferase
GKBEMDEF_02664	CDS	738	cbiM		COG0310	Cobalt transport protein CbiM
GKBEMDEF_02665	CDS	282	cbiN		COG1930	Cobalt transport protein CbiN
GKBEMDEF_02666	CDS	678	cbiQ		COG0619	Cobalt transport protein CbiQ
GKBEMDEF_02667	CDS	825	cbiO	7.-.-.-	COG1122	Cobalt import ATP-binding protein CbiO
GKBEMDEF_02668	CDS	1524	cobQ			Cobyric acid synthase
GKBEMDEF_02669	CDS	546	cobU	2.7.1.156	COG2087	Bifunctional adenosylcobalamin biosynthesis protein CobU
GKBEMDEF_02670	CDS	1056	cobT_2	2.4.2.21	COG2038	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
GKBEMDEF_02671	CDS	426				hypothetical protein
GKBEMDEF_02672	CDS	534				hypothetical protein
GKBEMDEF_02673	CDS	1083				hypothetical protein
GKBEMDEF_02674	CDS	1761				hypothetical protein
GKBEMDEF_02675	CDS	3336				hypothetical protein
GKBEMDEF_02676	CDS	1149				hypothetical protein
GKBEMDEF_02677	CDS	1104				hypothetical protein
GKBEMDEF_02678	CDS	1782				hypothetical protein
GKBEMDEF_02679	CDS	2391				hypothetical protein
GKBEMDEF_02680	CDS	1704	ompA_3			Outer membrane protein A
GKBEMDEF_02681	CDS	666				hypothetical protein
GKBEMDEF_02682	CDS	1341				hypothetical protein
GKBEMDEF_02683	tRNA	77				tRNA-Met(cat)
GKBEMDEF_02684	tRNA	77				tRNA-Met(cat)
GKBEMDEF_02685	CDS	1098	mltA	4.2.2.-	COG2821	Membrane-bound lytic murein transglycosylase A
GKBEMDEF_02686	CDS	828	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
GKBEMDEF_02687	CDS	432	csdE		COG2166	Sulfur acceptor protein CsdE
GKBEMDEF_02688	CDS	1206	csdA	2.8.1.7	COG0520	Cysteine desulfurase CsdA
GKBEMDEF_02689	CDS	231	ygdR_3			putative lipoprotein YgdR
GKBEMDEF_02690	CDS	825	gcvA_3			Glycine cleavage system transcriptional activator
GKBEMDEF_02691	CDS	396				hypothetical protein
GKBEMDEF_02692	CDS	1101	rlmM	2.1.1.186	COG2933	Ribosomal RNA large subunit methyltransferase M
GKBEMDEF_02693	CDS	711	ydjF		COG1349	putative HTH-type transcriptional regulator YdjF
GKBEMDEF_02694	CDS	423	fucU	5.1.3.29	COG4154	L-fucose mutarotase
GKBEMDEF_02695	CDS	1419	fucK	2.7.1.51	COG1070	L-fuculokinase
GKBEMDEF_02696	CDS	1776	fucI	5.3.1.25	COG2407	L-fucose isomerase
GKBEMDEF_02697	CDS	1311	fucP		COG0738	L-fucose-proton symporter
GKBEMDEF_02698	CDS	648	fucA	4.1.2.17	COG0235	L-fuculose phosphate aldolase
GKBEMDEF_02699	CDS	1149	fucO	1.1.1.77	COG1454	Lactaldehyde reductase
GKBEMDEF_02700	CDS	756	ygdG	3.1.-.-	COG0258	Flap endonuclease Xni
GKBEMDEF_02701	CDS	1944	norR_2			Anaerobic nitric oxide reductase transcription regulator NorR
GKBEMDEF_02702	CDS	1173	msuD_1	1.14.14.5	COG2141	Methanesulfonate monooxygenase
GKBEMDEF_02703	CDS	1398				hypothetical protein
GKBEMDEF_02704	CDS	1407	dmoA	1.14.13.131		Dimethyl-sulfide monooxygenase
GKBEMDEF_02705	CDS	1023	metN_2	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
GKBEMDEF_02706	CDS	699	metI_2		COG2011	D-methionine transport system permease protein MetI
GKBEMDEF_02707	CDS	879				hypothetical protein
GKBEMDEF_02708	CDS	1422	ygcS			Inner membrane metabolite transport protein YgcS
GKBEMDEF_02709	CDS	1224	soxC			Dibenzothiophene desulfurization enzyme C
GKBEMDEF_02710	CDS	942	ssuA_1			Putative aliphatic sulfonates-binding protein
GKBEMDEF_02711	CDS	1368	sdaB	4.3.1.17	COG1760	L-serine dehydratase 2
GKBEMDEF_02712	CDS	1290	sdaC_1		COG0814	Serine transporter
GKBEMDEF_02713	CDS	1368	ppnN	3.2.2.-	COG1611	Pyrimidine/purine nucleotide 5'-monophosphate nucleosidase
GKBEMDEF_02714	CDS	846	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
GKBEMDEF_02715	CDS	546	syd			Protein Syd
GKBEMDEF_02716	CDS	330	yqcC		COG3098	putative protein YqcC
GKBEMDEF_02717	CDS	795	truC	5.4.99.26	COG0564	tRNA pseudouridine synthase C
GKBEMDEF_02718	CDS	444			COG0716	putative protein
GKBEMDEF_02719	CDS	1353	gudP_1			putative glucarate transporter
GKBEMDEF_02720	CDS	1341	gudX	4.2.1.-	COG4948	Glucarate dehydratase-related protein
GKBEMDEF_02721	CDS	1341	gudD	4.2.1.40	COG4948	Glucarate dehydratase
GKBEMDEF_02722	CDS	1140	garK_2	2.7.1.165	COG1929	Glycerate 2-kinase
GKBEMDEF_02723	CDS	2751	barA	2.7.13.3	COG0784	Signal transduction histidine-protein kinase BarA
GKBEMDEF_02724	CDS	1305	rlmD	2.1.1.190	COG2265	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
GKBEMDEF_02725	CDS	2238	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
GKBEMDEF_02726	CDS	792	mazG	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
GKBEMDEF_02727	CDS	1638	pyrG_1	6.3.4.2	COG0504	CTP synthase
GKBEMDEF_02728	CDS	1299	eno	4.2.1.11	COG0148	Enolase
GKBEMDEF_02729	CDS	1110				hypothetical protein
GKBEMDEF_02730	CDS	672	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
GKBEMDEF_02731	CDS	366	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
GKBEMDEF_02732	CDS	1800	cysJ	1.8.1.2	COG0369	Sulfite reductase [NADPH] flavoprotein alpha-component
GKBEMDEF_02733	CDS	1713	cysI	1.8.1.2	COG0155	Sulfite reductase [NADPH] hemoprotein beta-component
GKBEMDEF_02734	CDS	735	cysH_2	1.8.4.8	COG0175	Phosphoadenosine phosphosulfate reductase
GKBEMDEF_02735	CDS	1047				hypothetical protein
GKBEMDEF_02736	CDS	1416	cysG_1		COG0007	Siroheme synthase
GKBEMDEF_02737	CDS	909	cysD	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
GKBEMDEF_02738	CDS	1428	cysN	2.7.7.4	COG2895	Sulfate adenylyltransferase subunit 1
GKBEMDEF_02739	CDS	606	cysC	2.7.1.25	COG0529	Adenylyl-sulfate kinase
GKBEMDEF_02740	CDS	327	ygbE			Inner membrane protein YgbE
GKBEMDEF_02741	CDS	318	ftsB		COG2919	Cell division protein FtsB
GKBEMDEF_02742	CDS	711	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
GKBEMDEF_02743	CDS	480	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
GKBEMDEF_02744	CDS	1050	truD	5.4.99.27	COG0585	tRNA pseudouridine synthase D
GKBEMDEF_02745	CDS	762	surE_1	3.1.3.5	COG0496	5'/3'-nucleotidase SurE
GKBEMDEF_02746	CDS	627	pcm	2.1.1.77	COG2518	Protein-L-isoaspartate O-methyltransferase
GKBEMDEF_02747	CDS	1137	nlpD_2			Murein hydrolase activator NlpD
GKBEMDEF_02748	CDS	993	rpoS		COG0568	RNA polymerase sigma factor RpoS
GKBEMDEF_02749	CDS	378				hypothetical protein
GKBEMDEF_02750	CDS	1203	jefA_1			Drug efflux pump JefA
GKBEMDEF_02751	CDS	888	dmlR_9			HTH-type transcriptional regulator DmlR
GKBEMDEF_02752	CDS	408	hosA			Transcriptional regulator HosA
GKBEMDEF_02753	CDS	594	ecdB	2.5.1.129	COG0163	putative UbiX-like flavin prenyltransferase
GKBEMDEF_02754	CDS	1428	edcC	4.1.1.61	COG0043	Phenolic acid decarboxylase
GKBEMDEF_02755	CDS	237	vdcD			Protein VdcD
GKBEMDEF_02756	CDS	153	hokE			Toxic protein HokE
GKBEMDEF_02757	CDS	2415	mutS_2		COG0249	DNA mismatch repair protein MutS
GKBEMDEF_02758	CDS	1086				hypothetical protein
GKBEMDEF_02759	CDS	951	talB_1	2.2.1.2	COG0176	Transaldolase B
GKBEMDEF_02760	CDS	459	derI	5.3.1.34	COG0698	D-erythrulose-4-phosphate isomerase
GKBEMDEF_02761	CDS	375	srlB_2		COG3731	PTS system glucitol/sorbitol-specific EIIA component
GKBEMDEF_02762	CDS	1020	kdgT			2-keto-3-deoxygluconate permease
GKBEMDEF_02763	CDS	1719				hypothetical protein
GKBEMDEF_02764	CDS	1008	pdxA2_2	1.1.1.409	COG1995	D-erythronate 4-phosphate dehydrogenase
GKBEMDEF_02765	CDS	798	eryH	5.3.1.33		L-erythrulose-1-phosphate isomerase
GKBEMDEF_02766	CDS	963	sorC_2		COG2390	Sorbitol operon regulator
GKBEMDEF_02767	CDS	345				hypothetical protein
GKBEMDEF_02768	CDS	831	cobB	2.3.1.286	COG0846	NAD-dependent protein deacylase
GKBEMDEF_02769	CDS	912	nagK	2.7.1.59	COG1940	N-acetyl-D-glucosamine kinase
GKBEMDEF_02770	CDS	1245	lolE		COG4591	Lipoprotein-releasing system transmembrane protein LolE
GKBEMDEF_02771	CDS	702	lolD	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
GKBEMDEF_02772	CDS	1200	lolC		COG4591	Lipoprotein-releasing system transmembrane protein LolC
GKBEMDEF_02773	CDS	3447	mfd	3.6.4.-	COG1197	Transcription-repair-coupling factor
GKBEMDEF_02774	CDS	960	ycfS	2.-.-.-	COG1376	putative L,D-transpeptidase YcfS
GKBEMDEF_02775	CDS	258	bhsA_1			Multiple stress resistance protein BhsA
GKBEMDEF_02776	CDS	636	comR			HTH-type transcriptional repressor ComR
GKBEMDEF_02777	CDS	2190	iutA			Ferric aerobactin receptor
GKBEMDEF_02778	CDS	540				hypothetical protein
GKBEMDEF_02779	CDS	1305	ndh	1.6.99.3	COG1252	NADH dehydrogenase
GKBEMDEF_02780	CDS	543				hypothetical protein
GKBEMDEF_02781	CDS	1023	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
GKBEMDEF_02782	CDS	828	thiK	2.7.1.89	COG0510	Thiamine kinase
GKBEMDEF_02783	CDS	648	lpoB		COG3417	Penicillin-binding protein activator LpoB
GKBEMDEF_02784	CDS	375				hypothetical protein
GKBEMDEF_02785	CDS	357	hinT	3.9.1.-	COG0537	Purine nucleoside phosphoramidase
GKBEMDEF_02786	CDS	1434	ptsG		COG1263	PTS system glucose-specific EIICB component
GKBEMDEF_02787	CDS	795	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
GKBEMDEF_02788	CDS	1005	holB	2.7.7.7	COG0470	DNA polymerase III subunit delta'
GKBEMDEF_02789	CDS	642	tmk	2.7.4.9	COG0125	Thymidylate kinase
GKBEMDEF_02790	CDS	1023	mltG	4.2.2.-	COG1559	Endolytic murein transglycosylase
GKBEMDEF_02791	CDS	810	pabC	4.1.3.38	COG0115	Aminodeoxychorismate lyase
GKBEMDEF_02792	CDS	1242	fabF_1	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
GKBEMDEF_02793	CDS	237	acpP			Acyl carrier protein
GKBEMDEF_02794	CDS	735	fabG_3	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
GKBEMDEF_02795	CDS	930	fabD_1	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
GKBEMDEF_02796	CDS	954	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
GKBEMDEF_02797	CDS	1161	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
GKBEMDEF_02798	CDS	174	rpmF		COG0333	50S ribosomal protein L32
GKBEMDEF_02799	CDS	522	yceD		COG1399	Large ribosomal RNA subunit accumulation protein YceD
GKBEMDEF_02800	CDS	585	yceF	3.6.1.-	COG0424	7-methyl-GTP pyrophosphatase
GKBEMDEF_02801	CDS	996	rluC	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
GKBEMDEF_02802	CDS	1437				hypothetical protein
GKBEMDEF_02803	CDS	285				hypothetical protein
GKBEMDEF_02804	CDS	315				hypothetical protein
GKBEMDEF_02805	CDS	264				hypothetical protein
GKBEMDEF_02806	CDS	204				hypothetical protein
GKBEMDEF_02807	CDS	576				hypothetical protein
GKBEMDEF_02808	CDS	234				hypothetical protein
GKBEMDEF_02809	CDS	1755	shlB_2			Hemolysin transporter protein ShlB
GKBEMDEF_02810	CDS	2151	btsT		COG1966	Pyruvate/proton symporter BtsT
GKBEMDEF_02811	CDS	204				hypothetical protein
GKBEMDEF_02812	CDS	957	yjiA	3.6.-.-	COG0523	P-loop guanosine triphosphatase YjiA
GKBEMDEF_02813	CDS	546				hypothetical protein
GKBEMDEF_02814	CDS	1371	sad_2	1.2.1.16	COG1012	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad
GKBEMDEF_02815	CDS	927				ISNCY family transposase ISRor2
GKBEMDEF_02816	CDS	816	rhaS_12			HTH-type transcriptional activator RhaS
GKBEMDEF_02817	CDS	663	rhtC_3		COG1280	Threonine efflux protein
GKBEMDEF_02818	CDS	1293				hypothetical protein
GKBEMDEF_02819	CDS	1242	mdtM_1			Multidrug resistance protein MdtM
GKBEMDEF_02820	CDS	240				hypothetical protein
GKBEMDEF_02821	CDS	1152	fldC	4.2.1.-		(R)-phenyllactyl-CoA dehydratase beta subunit
GKBEMDEF_02822	CDS	768	hadI	3.-.-.-	COG1924	2-hydroxyisocaproyl-CoA dehydratase activator
GKBEMDEF_02823	CDS	255				hypothetical protein
GKBEMDEF_02824	CDS	1065				hypothetical protein
GKBEMDEF_02825	CDS	1068	yibH_2		COG1566	Inner membrane protein YibH
GKBEMDEF_02826	CDS	465	slyA_3			Transcriptional regulator SlyA
GKBEMDEF_02827	CDS	165				hypothetical protein
GKBEMDEF_02828	CDS	1413	norG_1		COG1167	HTH-type transcriptional regulator NorG
GKBEMDEF_02829	CDS	420	fosA	2.5.1.18		Glutathione transferase FosA
GKBEMDEF_02830	CDS	909	syrM1			HTH-type transcriptional regulator SyrM 1
GKBEMDEF_02831	CDS	783	kefG	1.6.5.2		Glutathione-regulated potassium-efflux system ancillary protein KefG
GKBEMDEF_02832	CDS	957	lsrD_3			Autoinducer 2 import system permease protein LsrD
GKBEMDEF_02833	CDS	972	rbsC_7		COG1172	Ribose import permease protein RbsC
GKBEMDEF_02834	CDS	1485	rbsA_4	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
GKBEMDEF_02835	CDS	984	lsrB_3			Autoinducer 2-binding protein LsrB
GKBEMDEF_02836	CDS	1008	trpS2	6.1.1.2	COG0180	Tryptophan--tRNA ligase 2
GKBEMDEF_02837	CDS	1395	dosC	2.7.7.65		Diguanylate cyclase DosC
GKBEMDEF_02838	CDS	1068				hypothetical protein
GKBEMDEF_02839	CDS	2745	rbbA		COG0842	Ribosome-associated ATPase
GKBEMDEF_02840	CDS	1125	yhhJ		COG0842	Inner membrane transport permease YhhJ
GKBEMDEF_02841	CDS	318				hypothetical protein
GKBEMDEF_02842	rRNA	111				5S ribosomal RNA
GKBEMDEF_02843	CDS	246				hypothetical protein
GKBEMDEF_02844	CDS	1671				hypothetical protein
GKBEMDEF_02845	CDS	618	dmsB_2		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
GKBEMDEF_02846	CDS	2436	ynfE	1.8.99.-	COG0243	Putative dimethyl sulfoxide reductase chain YnfE
GKBEMDEF_02847	CDS	270	ynfD			putative protein YnfD
GKBEMDEF_02848	CDS	711				hypothetical protein
GKBEMDEF_02849	CDS	561	speG	2.3.1.57	COG1670	Spermidine N(1)-acetyltransferase
GKBEMDEF_02850	CDS	342				hypothetical protein
GKBEMDEF_02851	CDS	249				hypothetical protein
GKBEMDEF_02852	CDS	1284	lgoT			putative L-galactonate transporter
GKBEMDEF_02853	CDS	1464	por_2	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
GKBEMDEF_02854	CDS	432	uspG_2		COG0589	Universal stress protein UP12
GKBEMDEF_02855	CDS	687	rspR		COG1802	HTH-type transcriptional repressor RspR
GKBEMDEF_02856	CDS	243	ydfG_2	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
GKBEMDEF_02857	CDS	561	ydfG_3	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
GKBEMDEF_02858	CDS	2046	dcp	3.4.15.5	COG0339	Dipeptidyl carboxypeptidase
GKBEMDEF_02859	CDS	387				hypothetical protein
GKBEMDEF_02860	CDS	843	nimR_2			HTH-type transcriptional regulator NimR
GKBEMDEF_02861	CDS	675	yedK	3.4.-.-	COG2135	SOS response-associated protein YedK
GKBEMDEF_02862	CDS	123				hypothetical protein
GKBEMDEF_02863	CDS	1032				IS630 family transposase ISEc33
GKBEMDEF_02864	CDS	369	dmsB_3		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
GKBEMDEF_02865	CDS	864	dmsC_1		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
GKBEMDEF_02866	CDS	1149	ycaD_1			putative MFS-type transporter YcaD
GKBEMDEF_02867	CDS	741	pflA	1.97.1.4	COG1180	Pyruvate formate-lyase 1-activating enzyme
GKBEMDEF_02868	CDS	2283	pflB	2.3.1.54	COG1882	Formate acetyltransferase 1
GKBEMDEF_02869	CDS	858	focA		COG2116	putative formate transporter 1
GKBEMDEF_02870	CDS	1761	ycaO		COG1944	Ribosomal protein S12 methylthiotransferase accessory factor YcaO
GKBEMDEF_02871	CDS	693				hypothetical protein
GKBEMDEF_02872	CDS	1089	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
GKBEMDEF_02873	CDS	1284	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
GKBEMDEF_02874	CDS	684	cmk	2.7.4.25	COG0283	Cytidylate kinase
GKBEMDEF_02875	CDS	1674	rpsA		COG0539	30S ribosomal protein S1
GKBEMDEF_02876	CDS	288	ihfB		COG0776	Integration host factor subunit beta
GKBEMDEF_02877	CDS	2265				hypothetical protein
GKBEMDEF_02878	CDS	1749	msbA_2	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
GKBEMDEF_02879	CDS	981	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
GKBEMDEF_02880	CDS	1230				hypothetical protein
GKBEMDEF_02881	CDS	183				hypothetical protein
GKBEMDEF_02882	CDS	747	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
GKBEMDEF_02883	CDS	894				hypothetical protein
GKBEMDEF_02884	CDS	780				hypothetical protein
GKBEMDEF_02885	CDS	801	cmoM	2.1.1.-	COG0500	tRNA 5-carboxymethoxyuridine methyltransferase
GKBEMDEF_02886	CDS	1323	mukF		COG3006	Chromosome partition protein MukF
GKBEMDEF_02887	CDS	705	mukE		COG3095	Chromosome partition protein MukE
GKBEMDEF_02888	CDS	4449	mukB		COG3096	Chromosome partition protein MukB
GKBEMDEF_02889	CDS	1791	ycbB	2.-.-.-	COG2989	putative L,D-transpeptidase YcbB
GKBEMDEF_02890	CDS	216				hypothetical protein
GKBEMDEF_02891	CDS	657				hypothetical protein
GKBEMDEF_02892	CDS	648	gloC	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
GKBEMDEF_02893	CDS	1191	aspC	2.6.1.1	COG1448	Aspartate aminotransferase
GKBEMDEF_02894	CDS	1080	yedS		COG3203	Outer membrane protein YedS
GKBEMDEF_02895	CDS	1401	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
GKBEMDEF_02896	CDS	465	lrp_3		COG1522	Leucine-responsive regulatory protein
GKBEMDEF_02897	CDS	1212	dpaL	4.3.1.15	COG1171	Diaminopropionate ammonia-lyase
GKBEMDEF_02898	CDS	1290	sdaC_2		COG0814	Serine transporter
GKBEMDEF_02899	CDS	1239	amaB_1	3.5.1.87		N-carbamoyl-L-amino acid hydrolase
GKBEMDEF_02900	CDS	1167	hipO_2	3.5.1.32	COG1473	Hippurate hydrolase
GKBEMDEF_02901	CDS	1239	pncB	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase
GKBEMDEF_02902	CDS	2616	pepN	3.4.11.2	COG0308	Aminopeptidase N
GKBEMDEF_02903	CDS	774	ssuB_1	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
GKBEMDEF_02904	CDS	792	ssuC_2		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
GKBEMDEF_02905	CDS	1146	ssuD	1.14.14.5	COG2141	Alkanesulfonate monooxygenase
GKBEMDEF_02906	CDS	963	ssuA_2			Putative aliphatic sulfonates-binding protein
GKBEMDEF_02907	CDS	576	ssuE	1.5.1.38	COG0431	FMN reductase (NADPH)
GKBEMDEF_02908	CDS	1011	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
GKBEMDEF_02909	CDS	543	zapC			Cell division protein ZapC
GKBEMDEF_02910	CDS	1110	ycbX		COG0633	putative protein YcbX
GKBEMDEF_02911	CDS	2106	rlmL		COG0116	Ribosomal RNA large subunit methyltransferase K/L
GKBEMDEF_02912	CDS	1908	uup		COG0488	ABC transporter ATP-binding protein uup
GKBEMDEF_02913	CDS	1269	pqiA		COG2995	Intermembrane transport protein PqiA
GKBEMDEF_02914	CDS	1638	pqiB		COG3008	Intermembrane transport protein PqiB
GKBEMDEF_02915	CDS	564	pqiC		COG3009	Intermembrane transport lipoprotein PqiC
GKBEMDEF_02916	CDS	519	fabA	4.2.1.59	COG0764	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase
GKBEMDEF_02917	CDS	1758	lon_1	3.4.21.53		Lon protease
GKBEMDEF_02918	CDS	453	matP		COG3120	Macrodomain Ter protein
GKBEMDEF_02919	CDS	1071	ompA_4		COG2885	Outer membrane protein A
GKBEMDEF_02920	CDS	510	sulA		COG5404	Cell division inhibitor SulA
GKBEMDEF_02921	CDS	597	sxy		COG3070	Protein Sxy
GKBEMDEF_02922	CDS	2136	yccS		COG1289	Inner membrane protein YccS
GKBEMDEF_02923	CDS	447	yccF		COG3304	Inner membrane protein YccF
GKBEMDEF_02924	CDS	2055	helD	3.6.4.12	COG0210	DNA helicase IV
GKBEMDEF_02925	CDS	474	mgsA	4.2.3.3	COG1803	Methylglyoxal synthase
GKBEMDEF_02926	CDS	414	yccU		COG1832	putative protein YccU
GKBEMDEF_02927	CDS	318	hspQ		COG3785	Heat shock protein HspQ
GKBEMDEF_02928	CDS	1203	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
GKBEMDEF_02929	CDS	555				hypothetical protein
GKBEMDEF_02930	CDS	789	appY		COG2207	HTH-type transcriptional regulator AppY
GKBEMDEF_02931	CDS	282	yccX	3.6.1.7	COG1254	Acylphosphatase
GKBEMDEF_02932	CDS	330	tusE	2.8.1.-	COG2920	Sulfurtransferase TusE
GKBEMDEF_02933	CDS	660	yccA		COG0670	Modulator of FtsH protease YccA
GKBEMDEF_02934	CDS	1653	oppA_1		COG4166	Periplasmic oligopeptide-binding protein
GKBEMDEF_02935	tRNA	88				tRNA-Ser(tga)
GKBEMDEF_02936	CDS	2427	malP_2	2.4.1.1	COG0058	Maltodextrin phosphorylase
GKBEMDEF_02937	CDS	342			COG1366	Putative anti-sigma factor antagonist
GKBEMDEF_02938	CDS	1536	pdeG_2	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeG
GKBEMDEF_02939	CDS	1017	fbpA			Fe(3+)-binding periplasmic protein
GKBEMDEF_02940	CDS	1575				hypothetical protein
GKBEMDEF_02941	CDS	1029	fbpC	7.2.2.7		Fe(3+) ions import ATP-binding protein FbpC
GKBEMDEF_02942	CDS	180				hypothetical protein
GKBEMDEF_02943	CDS	921				hypothetical protein
GKBEMDEF_02944	CDS	834	rhaR_3			HTH-type transcriptional activator RhaR
GKBEMDEF_02945	CDS	768				hypothetical protein
GKBEMDEF_02946	CDS	342	frwD	2.7.1.202	COG1445	PTS system fructose-like EIIB component 3
GKBEMDEF_02947	CDS	876	cutD_1	1.97.1.-	COG1180	Choline trimethylamine-lyase activating enzyme
GKBEMDEF_02948	CDS	2298	cutC_2	4.3.99.4	COG1882	Choline trimethylamine-lyase
GKBEMDEF_02949	CDS	321	fruA_2		COG1299	PTS system fructose-specific EIIB'BC component
GKBEMDEF_02950	CDS	1077	manP_1		COG1299	PTS system mannose-specific EIIBCA component
GKBEMDEF_02951	CDS	2502	fryA		COG1080	Multiphosphoryl transfer protein 1
GKBEMDEF_02952	CDS	966	yeaX_1	1.14.13.239	COG1018	Carnitine monooxygenase reductase subunit
GKBEMDEF_02953	CDS	1449	gabD_1	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD
GKBEMDEF_02954	CDS	1125	yeaW	1.14.13.239	COG4638	Carnitine monooxygenase oxygenase subunit
GKBEMDEF_02955	CDS	1608	caiT		COG1292	L-carnitine/gamma-butyrobetaine antiporter
GKBEMDEF_02956	CDS	1086	dmlA	1.1.1.83	COG0473	D-malate dehydrogenase [decarboxylating]
GKBEMDEF_02957	CDS	942	dmlR_10			HTH-type transcriptional regulator DmlR
GKBEMDEF_02958	CDS	1281	puuB_1	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
GKBEMDEF_02959	CDS	1488	puuC	1.2.1.5	COG1012	NADP/NAD-dependent aldehyde dehydrogenase PuuC
GKBEMDEF_02960	CDS	558	puuR			HTH-type transcriptional regulator PuuR
GKBEMDEF_02961	CDS	765	puuD	3.5.1.94	COG2071	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
GKBEMDEF_02962	CDS	1422	puuA	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
GKBEMDEF_02963	CDS	192				hypothetical protein
GKBEMDEF_02964	CDS	1392	puuP		COG0531	Putrescine importer PuuP
GKBEMDEF_02965	CDS	123				hypothetical protein
GKBEMDEF_02966	CDS	222				hypothetical protein
GKBEMDEF_02967	CDS	789				hypothetical protein
GKBEMDEF_02968	CDS	450				hypothetical protein
GKBEMDEF_02969	CDS	1248	agp_2	3.1.3.10		Glucose-1-phosphatase
GKBEMDEF_02970	CDS	228	yccJ			putative protein YccJ
GKBEMDEF_02971	CDS	597	wrbA	1.6.5.2	COG0655	NAD(P)H dehydrogenase (quinone)
GKBEMDEF_02972	CDS	939				hypothetical protein
GKBEMDEF_02973	CDS	1323	rutG		COG2233	Putative pyrimidine permease RutG
GKBEMDEF_02974	CDS	495	rutF	1.5.1.42	COG1853	FMN reductase (NADH) RutF
GKBEMDEF_02975	CDS	591	rutE	1.1.1.298	COG0778	putative malonic semialdehyde reductase RutE
GKBEMDEF_02976	CDS	804	rutD_1	3.5.1.-		Putative aminoacrylate hydrolase RutD
GKBEMDEF_02977	CDS	393	rutC_1	1.-.-.-	COG0251	Putative aminoacrylate peracid reductase RutC
GKBEMDEF_02978	CDS	711	rutB_2	3.5.1.110	COG1335	Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
GKBEMDEF_02979	CDS	1092	rutA	1.14.99.46	COG2141	Pyrimidine monooxygenase RutA
